,Unnamed: 0,ProductId,Title,Description,Vendor,ProductType,Price,ImageURL,ProductURL
0,0,9344849641756,"""Mahabharata: The Great Indian Epic by Sudarshan Ray - English | Paperback | Book on Ancient Indian Stories about Pandavas and Kauravas | Kurukshetra War | Greatest Epic of India""","In this gripping retelling of the ancient Indian epic, you will be transported into a world of warring kingdoms, magic, and divine intervention. Through the eyes of the Pandavas and Kauravas, witness a tale of love, loss, and redemption, as they battle for control of their kingdom and their own destinies. With vivid descriptions of the Kurukshetra War and political intrigue— read the Mahabharata like never before! • A massive epic.• Explores concepts such as dharma, karma, and the nature of the self.• A rich and compelling work of literature.• Continues to be a source of inspiration and guidance for millions of people around the world.• Its themes of war, love, betrayal, and redemption are timeless.",Sudarshan Ray,Books › Religion & Spirituality › Religious Studies,199.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41irv5ojLBL._SY445_SX342.jpg?v=1715061988,https://shopingai.myshopify.com/products/mahabharata-the-great-indian-epic-by-sudarshan-ray-english-paperback-book-on-ancient-indian-stories-about-pandavas-and-kauravas-kurukshetra-war-greatest-epic-of-india
1,1,9344872546588,"""Reflections in Verses: Exploring Love, Life, and the Female Experience""","""Step into a world where words dance upon the page, painting vivid portraits of love, life's complexities, and the resilience of the feminine spirit. 'Reflections in Verses' is a captivating collection of poems that delves deep into the heart of young minds, untangles the web of confusion, and celebrates the beauty and strength of women and young girls. These verses offer clarity amidst the chaos and evoke emotions that resonate with every reader. Join us on this poetic journey, where every reflection is a masterpiece, and every verse is a revelation.""",Tanya Kataruka,Books › Literature & Fiction › Poetry,150.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41e-dlcOtUL._SY445_SX342.jpg?v=1715063196,https://shopingai.myshopify.com/products/reflections-in-verses-exploring-love-life-and-the-female-experience
2,2,9344874578204,"""The Awakening of Kalki: A Tale of Kali Yuga"": ""The Rise of Kalki""","""Kalki: The Avatar of Vishnu"" is an epic tale of destiny, courage, and redemption set against the backdrop of a world shrouded in darkness. At its heart lies the journey of a young boy named Kalki, who discovers his true identity as the avatar of Lord Vishnu, destined to bring hope to a world on the brink of destruction.
Guided by two Cherengeeves, emissaries of the divine, Kalki embarks on a path of self-discovery and enlightenment, confronting his doubts and fears as he prepares to face the ultimate evil, Kalipurush. Alongside legendary figures such as Hanuman and Parshuram, Kalki learns the ancient arts of combat and harnesses his innate powers in a desperate bid to save humanity from the clutches of darkness.
As the forces of good and evil collide in a climactic showdown, Kalki and his allies confront Kalipurush in a battle that will determine the fate of the universe. With the legendary Manikant sword in hand, Kalki delivers the decisive blow that brings an end to Kalipurush's reign of terror, ushering in a new era of peace and prosperity.
But Kalki's journey is far from over, as he embraces his role as the savior of the cosmos and prepares to face the challenges that lie ahead. Through courage, determination, and unwavering faith, Kalki stands as a beacon of hope in a world besieged by darkness, his legacy enduring for generations to come.",Abhinandan Shivam Priyadarshy,"Kindle Store › Kindle eBooks › Fantasy, Horror & Science Fiction",0.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41rBcZ81tpL._SY445_SX342.jpg?v=1715063311,https://shopingai.myshopify.com/products/the-awakening-of-kalki-a-tale-of-kali-yuga-the-rise-of-kalki
3,3,9344858816796,"""Unveiling the Subconscious: Navigating the Depths of the Mind""","I mentioned the subconscious mind's role in orchestrating thoughts, emotions, and actions, which inherently involves the storage of information. The subconscious mind serves as a reservoir where memories, beliefs, and experiences are stored, influencing our daily lives without conscious awareness. It's in this intricate storage system that the profound impact of the subconscious on our decision-making and behavior unfolds.",Satish Kushwah,"Books › Health, Family & Personal Development › Self-Help",249.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41PWEbiPgHL._SY445_SX342.jpg?v=1715062451,https://shopingai.myshopify.com/products/unveiling-the-subconscious-navigating-the-depths-of-the-mind
4,4,9343466242332,(Old Edition) All In One History 12th Class,"BOOK STRUCTURE
Complete syllabus coverage in 12 chapters
Complete syllabus coverage in 12 chapters
Project Work
Project Work
CBSE Solved Paper
CBSE Solved Paper
Latest CBSE Sample Paper
Latest CBSE Sample Paper
5 Sample Question Papers
5 Sample Question Papers
BOOK FEATURES
Formulated as per the Rationalised NCERT &amp; Latest CBSE Syllabus 2023-24
Formulated as per the Rationalised NCERT &amp; Latest CBSE Syllabus 2023-24
Complete theory in each chapter
Complete theory in each chapter
Check Points for a smooth part-by-part understanding of each chapter
Check Points for a smooth part-by-part understanding of each chapter
NCERT Folder includes solutions of all the NCERT Solutions
NCERT Folder includes solutions of all the NCERT Solutions
Chapter Practice Section contains Exam Pattern Questions
Chapter Practice Section contains Exam Pattern Questions
Unsolved Exercises having Exam Pattern Questions for Self-Assessment
Unsolved Exercises having Exam Pattern Questions for Self-Assessment
Sample Question Papers prepared exactly on the latest syllabus &amp;pattern of examination
Sample Question Papers prepared exactly on the latest syllabus &amp;pattern of examination
WHY THIS BOOK?
Fully revised for class 12th and CBSE Exams 2024
Fully revised for class 12th and CBSE Exams 2024
Complete Study: Well-explained theories in each chapter
Complete Study: Well-explained theories in each chapter
Complete Practice: NCERT questions and Chapter Exercise
Complete Practice: NCERT questions and Chapter Exercise
Complete Assessment: 5 Sample Questions Papers for rigorous practice
Complete Assessment: 5 Sample Questions Papers for rigorous practice
The study material is in a clear &amp; concise form
The study material is in a clear &amp; concise form
The book ensures complete preparation and practice to succeed in the exam
The book ensures complete preparation and practice to succeed in the exam
TABLE OF CONTENT:
PART I: Themes in Indian History- Bricks, Beads and Bones, Kings, Farmers and Towns, Kinship, Caste and Class, Thinkers, Beliefs and Buildings, PART II: Themes in Indian History- Through the Eyes of Travellers of Society, Bhakti-Sufi Traditions, An Imperial Capital Vijayanagara, Peasants, Zamindars and the State, PART III: Themes in Indian History- Colonialism and the Countryside, Rebels and the Raj, Mahatma Gandhi and the Nationalist Movement, Framing the Constitution, Project work, CBSE Solved Paper, Latest CBSE Sample Question Paper, Sample Question Papers (1-5)",Kamlesh Kumar Adhishree Neurgaonkar,Books › School Books › CBSE,356.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51mP9sEUhuL._SX342_SY445_d232440f-673e-4b2c-af1b-e98dcdcc2980.jpg?v=1715060408,https://shopingai.myshopify.com/products/old-edition-all-in-one-history-12th-class
5,5,9344875954460,"(Science for Dreamers Series: Bedtime/Anytime science stories for curious kids) Pitter-Patter, Pitter-Patter: Maya and Chestnut Discover the Rain's Chatter","Bedtime Science for Little Learners - Our engaging stories, crafted for curious kids aged 5-12, make learning science a fun-filled bedtime adventure. Explore the wonders of the universe together, as your child discovers basic scientific principles through simple, accurate narratives.   Pitter-Patter, Pitter-Patter: Maya and Chestnut Discover the Rain's Chatter  In the enchanting village of blooming flowers and cheerful birds, follow the adventures of Maya, a curious girl, and her chatty companion, Chestnut, the brown squirrel. One day, as fluffy rain clouds gather, Maya learns about the magic of the water cycle from her wise grandparents. From the sun's heat turning water into mist to the formation of puffy clouds and the joyful rain that follows, Maya discovers the fascinating journey of water.",Science for Dreamers,Books › Children's Books › Early Learning,188.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51MEn2BkvuL._SX342_SY445.jpg?v=1715063381,https://shopingai.myshopify.com/products/science-for-dreamers-series-bedtime-anytime-science-stories-for-curious-kids-pitter-patter-pitter-patter-maya-and-chestnut-discover-the-rains-chatter
6,6,9343570313500,(Science for Dreamers Series: Bedtime/Anytime science stories for curious kids) Why do we put our food in the fridge? How does it keep the food cool? Timmy Explores the Frosty Friend's Icy Secrets,"Bedtime Science for Little Learners - Our engaging stories, crafted for curious kids aged 5-12, make learning science a fun-filled bedtime adventure. Explore the wonders of the universe together, as your child discovers basic scientific principles through simple, accurate narratives.   Why do we put our food in the fridge? How does it keep the food cool?  This heartwarming tale unfolds with Timmy's innocent question about the fridge's purpose, leading to a delightful exploration of its role as a protector against unseen enemies. Through his father's explanation, the mundane appliance transforms into a fascinating marvel. The day is filled with laughter, creativity, and family warmth, as the refrigerator becomes a source of wonder for Timmy. 'Timmy and the Frosty Friend' is a charming story that captures the joy of family and the magic in everyday objects, leaving readers with a warm smile and a newfound appreciation for life's simple pleasures.",Science for Dreamers,Books › Children's Books › Early Learning,182.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51DRMczJyaL._SX342_SY445.jpg?v=1714996054,https://shopingai.myshopify.com/products/science-for-dreamers-series-bedtime-anytime-science-stories-for-curious-kids-why-do-we-put-our-food-in-the-fridge-how-does-it-keep-the-food-cool-timmy-explores-the-frosty-friends-icy-secrets
7,7,9344846299420,100 HIKES OF A LIFETIME,"This ultimate hiker's bucket list, from the celebrated Appalachian Trail to Micronesia's off-the-beaten-path Six Waterfalls Hike, treks through 100 energizing experiences for all levels.Filled with beautiful National Geographic photography, wisdom from expert hikers like Andrew Skurka, need-to-know travel information, and practical wildlife-spotting tips, this inspirational guide offers the planet's best experiences for hikers and sightseers. From short day hikes--California's Sierra High Route, Lake Agnes Teahouse in Alberta, Norway's Mt. Skala--to multiday excursions like Mt. Meru in Tanzania and multi-week treks (Egypt's Sinai Trail, Bhutan's Snowman Trek, and the Bibbulum Track in Australia), you'll find a hike that matches your interests and skill level. Crossing all continents and climates (from the jungles of Costa Rica to the ice fields in Alaska's Kenai Fjords National Parks), as well as experiences (a wine route through Switzerland or moose spotting on the Teton Crest Trail in Wyoming,) there is a trail for everyone in these pages. So pack your gear and lace your boots: this comprehensive and innovative guide will lead you to experience the best hikes of your life!",Kate Siber,Books › Sports › Active Outdoor Pursuits,2031.92,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61-egzyLsPL._SX342_SY445.jpg?v=1715061786,https://shopingai.myshopify.com/products/100-hikes-of-a-lifetime
8,8,9343542755612,"100 Novels That Changed the World: An inspiring journey through history’s most important literature, the perfect gift for book lovers and academics","A look at 100 inspiring novels that have left a significant mark on the world of literature and popular culture.
Before the novel, the world of books was dominated by scientific tomes, religious tracts and histories of the victorious in war. There had been stories and epic poems from ancient times – Homer’s Iliad and Odyssey recounted ancient Greece, and Sir Gawain and the Green Knight was a chivalric romance in Middle English, but it was not until the seventeenth century, when the European middle classes had money and leisure, that anything so frivolous as a novel could be sold for entertainment.
Colin Salter traces the evolution of the novel from the earliest examples through to the postmodernist best-sellers of the 21st century. Rather than dwelling too long on the technical nuances of innovative writing style he has amassed 100 of the greatest novel writers and chosen their most significant work.
For writers such as Herman Melville, James Joyce or Harper Lee the decision is not a difficult one. For Charles Dickens, Salman Rushdie and Margaret Atwood, the choice is perhaps more difficult.
Following the style set with previous books in the 100 series, most notably 100 Children’s Books and 100 Science Discoveries, each author is given a concise biography and their major novel analysed and then set in context with their other published work.
Readers can become ridiculously well-read in 224 pages.
Authors included: Alexandre Dumas, Daniel Defoe, Victor Hugo, Mary Shelly, Charles Dickens, Mark Twain, Charlotte Brontë, Emily Brontë, Gabriel Garcia Marquez, Hilary Mantel, Jane Austen, Robert Louis Stevenson, Walter Scott, Lewis Carroll, JRR Tolkien, Gustave Flaubert, Marcel Proust, Henry James, Harper Lee, James Joyce, Ernest Hemingway, Margaret Atwood, Alice Walker, Jules Verne, HG Wells, Virginia Woolf, Leo Tolstoy, Louisa M. Alcott, Arthur Conan Doyle, Bram Stoker, John Steinbeck, CS Lewis, Chinua Achebe, Jack Kerouac, John Le Carre, Arundhati Roy, Mila Kundera, Joseph Heller, JD Salinger, Alexandr Solzhenitsyn, Fyodor Dostoevsky, Miguel Cervantes, Graham Greene, F. Scott Fitzgerald, George Orwell, John Steinbeck, Evelyn Waugh, Robert Graves, Daphne du Maurier, Agatha Christie, PG Wodehouse, Raymond Chandler, Hunter S. Thompson, Khaled Hosseini.",Colin Salter,"Books › Biographies, Diaries & True Accounts › Biographies & Autobiographies",915.09,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41zUITwa-UL._SX342_SY445.jpg?v=1714995273,https://shopingai.myshopify.com/products/100-novels-that-changed-the-world-an-inspiring-journey-through-history-s-most-important-literature-the-perfect-gift-for-book-lovers-and-academics
9,9,9344829423900,"100 Selected Poems, Emily Dickinson: Collectable Hardbound edition [Hardcover] Emily Dickinson","One of the most striking American lyric poet, Emily Dickinson came to be known only after she passed away. This collectable edition brings together her finest poems including ?heart! We will forget him!? (47), ?Success is counted sweetest? (67), ??hope? is the thing with feathers? (254), ?I?m nobody! Who are you?? (288), ?The soul selects her own society? (303), ?I measure every grief I meet? (561), ?because I could not stop for death? (712), ?My life had stood ? a loaded gun? (754), and ?Rearrange a ?wife?s? affection!? (1737). Dickinson did not give titles to her poems. They are known either by the first line of the poem or the numbers allotted to them in the Thomas H. Johnson?s edition, the poems of Emily Dickinson. We have used the numbers to identify the poems. A Specimen of her exquisite craftsmanship, each poem gives an insight into dickinson?s life and the emotions she experienced.",Emily Dickinson,Books › Literature & Fiction › Anthologies,249.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61EUCZg5zvL._SX342_SY445.jpg?v=1715060902,https://shopingai.myshopify.com/products/100-selected-poems-emily-dickinson-collectable-hardbound-edition-hardcover-emily-dickinson
10,10,9343221498140,"100 Selected Poems, John Keats: Collectable Hardbound edition [Hardcover] John Keats","One of the most notable romantic poets of the early nineteenth century, John Keats had a poetic career lasting less than a decade. And in this short time, he produced some of the greatest verses of all time. This collectable edition brings together his early poems along with his finest sonnets and remarkably flawless ODEs composed in the years before his death. It includes ?imitation of Spenser?, ?to Lord Byron?, ?calidore: a fragment?, ?Oh! How I love, on a fair summer?s Eve?, ?I stood tip-toe upon a little Hill?, ?sleep and poetry?, endymion, ?Isabella?, ?lamia?, his beautiful lyric ODEs composed in 1819, and both the versions of hyperion. Each poem is a Specimen of his vibrant imagination, sensational lyric, and thoughtful recognition and appreciation of beauty in everything.",John Keats,Books › Literature & Fiction › Classic Fiction,339.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61hR9OPyjbL._SX342_SY445_7dc160b6-59b5-4d88-ba92-436c491d0914.jpg?v=1715063064,https://shopingai.myshopify.com/products/100-selected-poems-john-keats-collectable-hardbound-edition-hardcover-john-keats
11,11,9344869433628,"100 Selected Poems, W. B. Yeats: Collectable Hardbound Edition [Hardcover] W. B. Yeats","100 Selected Poems by W. B. Yeats is a collectable hardbound edition that features some of the poet's most beloved works. Explore the themes of love, nature, and Irish mythology through the lyrical and evocative language of one of the greatest poets of the 20th century.   Immerse yourself in the rich literary heritage of Yeats, whose poems continue to inspire and resonate with readers across generations.  Experience the poetic mastery of W. B. Yeats, through a carefully curated selection of his most renowned poems.  Collectable hardbound edition with a beautifully designed cover.  Explores the complexities of the human condition, as Yeats' evocative verses offer profound insights and emotional depth.  A must-have for poetry enthusiasts and collectors alike.
Immerse yourself in the rich literary heritage of Yeats, whose poems continue to inspire and resonate with readers across generations.
Immerse yourself in the rich literary heritage of Yeats, whose poems continue to inspire and resonate with readers across generations.
Experience the poetic mastery of W. B. Yeats, through a carefully curated selection of his most renowned poems.
Experience the poetic mastery of W. B. Yeats, through a carefully curated selection of his most renowned poems.
Collectable hardbound edition with a beautifully designed cover.
Collectable hardbound edition with a beautifully designed cover.
Explores the complexities of the human condition, as Yeats' evocative verses offer profound insights and emotional depth.
Explores the complexities of the human condition, as Yeats' evocative verses offer profound insights and emotional depth.
A must-have for poetry enthusiasts and collectors alike.
A must-have for poetry enthusiasts and collectors alike.",W. B. Yeats,Books › Literature & Fiction › Poetry,289.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61MPJJ6JqBL._SX342_SY445.jpg?v=1715063011,https://shopingai.myshopify.com/products/100-selected-poems-w-b-yeats-collectable-hardbound-edition-hardcover-w-b-yeats
12,12,9344838140188,"100 Selected Poems, William Wordsworth: Collectable Hardbound edition [Hardcover] William Wordsworth","100 Selected Poems is a beautifully bound collection of William Wordsworth's most beloved poetry. This collectible edition features a hardbound cover and is perfect for lovers of classic literature and poetry. Enjoy some of Wordsworth's most famous works, including ‘I Wandered Lonely as a Cloud’ and ‘Tintern Abbey’.   Experience the timeless brilliance of William Wordsworth's poetry, crafted with unmatched skill and emotional depth.  Comes in an elegant hardbound design, making it a perfect addition to any collector's library.  Features 100 carefully chosen poems that represent the breadth and versatility of Wordsworth's poetic genius.  Offers Wordsworth's vivid descriptions of nature and sublime experiences.  Includes profound meditations on the human condition, providing solace and inspiration for readers of all ages.
Experience the timeless brilliance of William Wordsworth's poetry, crafted with unmatched skill and emotional depth.
Experience the timeless brilliance of William Wordsworth's poetry, crafted with unmatched skill and emotional depth.
Comes in an elegant hardbound design, making it a perfect addition to any collector's library.
Comes in an elegant hardbound design, making it a perfect addition to any collector's library.
Features 100 carefully chosen poems that represent the breadth and versatility of Wordsworth's poetic genius.
Features 100 carefully chosen poems that represent the breadth and versatility of Wordsworth's poetic genius.
Offers Wordsworth's vivid descriptions of nature and sublime experiences.
Offers Wordsworth's vivid descriptions of nature and sublime experiences.
Includes profound meditations on the human condition, providing solace and inspiration for readers of all ages.
Includes profound meditations on the human condition, providing solace and inspiration for readers of all ages.",William Wordsworth,Books › Higher Education Textbooks › Humanities,339.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61BzVsLUU-L._SX342_SY445.jpg?v=1715061392,https://shopingai.myshopify.com/products/100-selected-poems-william-wordsworth-collectable-hardbound-edition-hardcover-william-wordsworth
13,13,9344873562396,100 Selected Poems: Robert Frost/ A Collection of Peom's by Robert Frost,"The Best works of beloved poet Robert Frost, collected in Collectabe Edition.
A proven bestseller time and time again, Robert Frost's Poems contains most of Robert Frost's best-known poems-and dozens more-in a portable anthology. Here are ""Birches,"" ""Mending Wall,"" ""Stopping by Woods on a Snowy Evening,"" ""Two Tramps at Mudtime,"" ""Bond and Free,"" ""The Sound of Trees,"" ""God's Garden,"" ""The Aim Was Song,"" ""The Gift Outright,"" and many more.
Robert Frost's Poems is a celebration of the New England countryside, Frost's appreciation of common folk, and his wonderful understanding of the human condition. These classic verses touch our hearts and leave behind a lasting impression.",Robert Frost,Books › Literature & Fiction › Poetry,190.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/415-iOw0rES._SY445_SX342.jpg?v=1715063257,https://shopingai.myshopify.com/products/100-selected-poems-robert-frost-a-collection-of-peoms-by-robert-frost
14,14,9344872808732,100 Shayar 100 Ghazalein | Ghazal Symphony: A Collection of 100 Shayars | [Paperback] Rekhta Books and Farhat Ehsas,"With ""100 Shayar 100 Ghazalein"", Rekhta Books presents selected poetry of the top 100 poets in the history of Urdu poetry which you take you in their awe with its beauty and emotional influence.",100 Shayar,Books › Literature & Fiction › Poetry,245.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51zd5a8GmRL._SY445_SX342.jpg?v=1715063209,https://shopingai.myshopify.com/products/100-shayar-100-ghazalein-ghazal-symphony-a-collection-of-100-shayars-paperback-rekhta-books-and-farhat-ehsas
15,15,9343512740124,100 Words Reusable Sticker Book For Children [Paperback] Wonder House Books,"Young learners need to grasp, understand and memorize a lot of concepts. This interactive series of Reusable Sticker Books familiarizes young learners with varied themes including animals, 100 words, dinosaur among others. Different activities across pages with interesting stickers to paste and re-paste will also help develop the motor skills and logical thinking of beginners.",Wonder House Books,Books › Children's Books › Early Learning,199.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51HTKqDbUTL._SX342_SY445.jpg?v=1714995127,https://shopingai.myshopify.com/products/100-words-reusable-sticker-book-for-children-paperback-wonder-house-books
16,16,9343467028764,100 World's Greatest Speeches [Paperback] Various,"Discover the power of words with ""100 World's Greatest Speeches: Collectable Edition."" This remarkable anthology showcases influential speeches that have shaped history and inspired change. From Martin Luther King Jr. to Winston Churchill, immerse yourself in the profound impact of oratory brilliance.   100 World's Greatest Speeches: Collectable Edition,"" a remarkable anthology  Experience the power and influence of history's most impactful speeches  From iconic figures like Martin Luther King Jr. to Winston Churchill  Inspiring words that have shaped societies and sparked change A must-have for history enthusiasts and lovers of eloquence.
100 World's Greatest Speeches: Collectable Edition,"" a remarkable anthology
100 World's Greatest Speeches: Collectable Edition,"" a remarkable anthology
Experience the power and influence of history's most impactful speeches
Experience the power and influence of history's most impactful speeches
From iconic figures like Martin Luther King Jr. to Winston Churchill
From iconic figures like Martin Luther King Jr. to Winston Churchill
Inspiring words that have shaped societies and sparked change
Inspiring words that have shaped societies and sparked change
A must-have for history enthusiasts and lovers of eloquence.
A must-have for history enthusiasts and lovers of eloquence.",Various,Books › Politics,249.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61j1ycOeCvL._SX342_SY445.jpg?v=1714994915,https://shopingai.myshopify.com/products/100-worlds-greatest-speeches-paperback-various
17,17,9344871137564,100 World�s Greatest Love Poems [Paperback] Various,"Love is madness. Love is divine. Love is a mirage. Love is . Love is different for everybody. Some say that words may never be enough to express this feeling. And yet, some of the most beautiful thoughts on love have been expressed in poetry. 100 World’s Greatest Love Poems brings together an eclectic collection of poems, ranging from the love poems of Edmund Spenser, John Donne, William Shakespeare to that of Robert Browning, Christina Rossetti and Emily Dickinson. Comprising light-hearted verses to grand sonnets, this edition is about love in all its varied forms eternal, ephemeral, false, unrequited, platonic, erotic, ideal and true. “Love conquers all things, so we too shall yield to love.” - Virgil“Yet each man kills the thing he loves, By each let this be heard, Some do it with a bitter look, Some with a flattering word.”- Oscar Wilde“I seem to have loved you in numberless forms, numberless times . In life after life, in age after age, forever.”- Rabindranath Tagore“Love alters not with his brief hours and weeks, But bears it out even to the edge of doom: If this be error and upon me proved, I never writ, nor no man ever loved.” - William Shakespeare.",Various,Books › Literature & Fiction › Poetry,189.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41vQG4DzSwS._SX342_SY445.jpg?v=1715063111,https://shopingai.myshopify.com/products/100-world-s-greatest-love-poems-paperback-various
18,18,9343552422172,100 World�s Greatest Short Stories: Collectable Edition [Paperback] Various,"Embark on a captivating literary journey with the 100 World's Greatest Short Stories collectable edition. From timeless classics to hidden gems, this curated anthology features an extraordinary collection of short stories that span genres, cultures, and eras, providing endless reading pleasure.   A literary journey to delight and inspire!   thoughtfully curated collection of 100 short stories from around the world  Features renowned authors such as Virginia Woolf, Mark Twain, Rabindranath Tagore, and more Explores a diverse range of themes, genres, and writing styles Collectable edition with exquisite design, making it a perfect addition to any bookshelf An immersive reading experience that promises to entertain, inspire, and ignite your imagination
thoughtfully curated collection of 100 short stories from around the world
thoughtfully curated collection of 100 short stories from around the world
Features renowned authors such as Virginia Woolf, Mark Twain, Rabindranath Tagore, and more
Features renowned authors such as Virginia Woolf, Mark Twain, Rabindranath Tagore, and more
Explores a diverse range of themes, genres, and writing styles
Explores a diverse range of themes, genres, and writing styles
Collectable edition with exquisite design, making it a perfect addition to any bookshelf
Collectable edition with exquisite design, making it a perfect addition to any bookshelf
An immersive reading experience that promises to entertain, inspire, and ignite your imagination
An immersive reading experience that promises to entertain, inspire, and ignite your imagination",Various,"Books › Crafts, Hobbies & Home › Antiques & Collectables",240.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/61SKXBxZW4L._SX342_SY445.jpg?v=1714995474,https://shopingai.myshopify.com/products/100-world-s-greatest-short-stories-collectable-edition-paperback-various
19,19,9344866484508,1000+ MCQs On Indian History for UPSC Civil Services Exam | Indian History 1000+ MCQs Book (1st Edition) for State PCS Exams By StudyIQ Publications,,shopingAi,Books › Exam Preparation › Exams by UPSC,0.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51U1WXpjQfL._SX342_SY445.jpg?v=1715062859,https://shopingai.myshopify.com/products/1000-mcqs-on-indian-history-for-upsc-civil-services-exam-indian-history-1000-mcqs-book-1st-edition-for-state-pcs-exams-by-studyiq-publications
20,20,9344864157980,1001 Ultimate Brain Booster Activities for 4+ Years Old Kids |Enhance the Child Mind with Cognitive Excellence with Interactive Activity Book,"There are oodles of diverse activities-Fractions Addition and Colouring, Rebuses, Nonograms, Logical Reasoning, Unscramble, Number Riddles, What is Missing? to name a few-to accelerate emergence of a genius in your little one. While their reading, writing, drawing and calculating skills will undergo a constant boost, this hands-on book will suit the changing interests of the growing mind. The pages are elaborate yet easy-peasy to work through. Literally a child's play!",Team Pegasus,"Books › Children's Books › Crafts, Hobbies & Practical Interests",302.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51UHPJrl51L._SY445_SX342.jpg?v=1715062737,https://shopingai.myshopify.com/products/1001-ultimate-brain-booster-activities-for-4-years-old-kids-enhance-the-child-mind-with-cognitive-excellence-with-interactive-activity-book
21,21,9344825229596,101 Aesop's Fables For Children - 5 Minutes Read Aloud Illustrated Tales With Morals [Hardcover] Wonder House Books,"The timeless Aesop’ s Fables have been a part of our lives for generations, imparting valuable lessons to children, young and old. Continuing the magic of these insightful stories, 101 Aesop’ s Fables For Children are retold in an eloquent language accompanied by gorgeous illustrations. These classic tales have an impact and continue to have their hold on us such that we fall back on them to learn something new each time we hear or read them.",Wonder House Books,Books › Children's Books › Comics & Graphic Novels,329.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51ZdX3QW-wL._SX342_SY445.jpg?v=1715060671,https://shopingai.myshopify.com/products/101-aesops-fables-for-children-5-minutes-read-aloud-illustrated-tales-with-morals-hardcover-wonder-house-books
22,22,9344819003676,101 Brain Booster [Paperback] Wonder House Books,"This book is a perfect blend of fun activities, puzzles, and educational games. The beautifully illustrated activities promote relaxation, improve critical thinking, and develop motor skills of your child.",Wonder House Books,Books › Children's Books › Geography & Cultures,169.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51a-8b5lz5L._SX342_SY445.jpg?v=1715060368,https://shopingai.myshopify.com/products/101-brain-booster-paperback-wonder-house-books
23,23,9343226413340,101 Drama Games for Children: Fun and Learning with Acting and Make-Believe (Smartfun Activity Books),"Drama games are not staged plays but a dynamic form in which children explore their minds and the world around them. They can use their play-acting in sensory games, pantomimes, story games with puppets, in creating masks and costumes, and much more. Drama games allow children to get more in touch with themselves and what they want to be, and are a delightful way to discover the freedom, creativity, and expression of acting- and living. The SmartFunActivity series encourage imagination, social interaction, and self-expression in children. To make the books easy to use, games are marked according to appropriate age levels, length of play time, and group size, using helpful icons. Most games are non-competitive and none require special skills or training. The series is widely used in homes, schools, daycare centers, clubs, and summer camp.",Paul Rooyackers,Books › Reference,855.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/51iDr7LVO2L._SY445_SX342.jpg?v=1714993831,https://shopingai.myshopify.com/products/101-drama-games-for-children-fun-and-learning-with-acting-and-make-believe-smartfun-activity-books
24,24,9343410602268,101 Essays That Will Change The Way You Think,"101 Essays That Will Change The Way You Think, the global bestseller and social media phenomenon, is a collection of author Brianna Wiest's most beloved pieces of writing. Her meditations include why you should pursue purpose over passion, embrace negative thinking, see the wisdom in daily routine, and become aware of the cognitive biases that are creating the way you see your life. Some of these pieces have never been seen; others have been read by millions of people around the world. Regardless, each will leave you thinking: this idea changed my life.",Brianna Wiest,Books › Religion & Spirituality › Religious Studies,419.0,https://cdn.shopify.com/s/files/1/0868/3490/5372/files/41FUn7LYerL._SY445_SX342.jpg?v=1714994677,https://shopingai.myshopify.com/products/101-essays-that-will-change-the-way-you-think
